Speaker_ID,Sex,Chapter,Audio_Length,Tempo,Mean_F0,F0_Std
6313_F,1,6313-66125-0020.flac,2.990022676,123.046875,451.8889745,558.2393916
5338_F,1,5338-284437-0020.flac,10.67501134,112.3471467,447.216219,1195.154479
6313_F,1,6313-76958-0001.flac,2.970022676,143.5546875,443.5068221,600.7343115
6313_F,1,6313-66125-0009.flac,2.710022676,151.9990809,440.3922887,484.3851615
7850_F,1,7850-73752-0007.flac,10.27501134,151.9990809,439.0909,581.3366412
6313_F,1,6313-66129-0000.flac,2.815011338,107.6660156,435.8136283,572.6992866
7850_F,1,7850-281318-0015.flac,2.88,215.3320313,421.8592155,589.1981976
6313_F,1,6313-76958-0028.flac,3.795011338,184.5703125,421.7518045,457.8318094
5338_F,1,5338-284437-0002.flac,2.785034014,78.30255682,419.8030744,409.1001396
5694_M,0,5694-64029-0031.flac,6.385034014,99.38401442,419.1267299,826.3160006
5338_F,1,5338-284437-0011.flac,3.105034014,129.1992188,411.9177794,542.8497673
6313_F,1,6313-66129-0035.flac,4.2,117.4538352,400.2782553,470.4566286
6313_F,1,6313-76958-0024.flac,4.375011338,161.4990234,397.4226055,478.0299902
6313_F,1,6313-76958-0015.flac,3.38,86.1328125,393.6630634,346.6566945
5895_F,1,5895-34615-0015.flac,8.745034014,103.359375,393.5673088,646.4609715
7850_F,1,7850-73752-0000.flac,3.155011338,99.38401442,389.9401033,542.0733021
7850_F,1,7850-281318-0022.flac,3.850022676,99.38401442,388.6660799,599.5430617
6241_M,0,6241-61946-0021.flac,4.455011338,117.4538352,383.4840623,1083.629849
6313_F,1,6313-66129-0013.flac,3.605034014,112.3471467,382.5450658,212.1534708
6313_F,1,6313-76958-0023.flac,3.255011338,135.9991776,380.0222786,373.7647138
6313_F,1,6313-76958-0017.flac,5.055011338,71.77734375,379.6986153,475.92991
7850_F,1,7850-281318-0023.flac,5.210022676,161.4990234,378.9820782,516.4190704
5338_F,1,5338-24640-0000.flac,3.450022676,129.1992188,378.7149337,786.8491636
5338_F,1,5338-284437-0010.flac,6.625034014,129.1992188,375.2081188,462.5321319
6313_F,1,6313-76958-0019.flac,3.095011338,129.1992188,374.5518107,560.7639331
7850_F,1,7850-281318-0010.flac,12.06,112.3471467,374.077207,482.9892233
6313_F,1,6313-66129-0007.flac,2.455011338,103.359375,372.108577,390.5065193
5694_M,0,5694-64038-0005.flac,4.7,135.9991776,369.9635748,547.9615604
5694_M,0,5694-64038-0013.flac,3.305034014,215.3320313,369.3454444,523.8345096
6345_F,1,6345-93302-0013.flac,2.575011338,95.703125,365.7072603,251.4741732
6313_F,1,6313-66129-0001.flac,11.8,89.10290948,363.2326548,560.3867511
7850_F,1,7850-73752-0010.flac,14.04,117.4538352,362.3374713,520.7624778
5694_M,0,5694-64029-0025.flac,2.465034014,80.74951172,361.4261856,531.9410306
5338_F,1,5338-284437-0000.flac,4.550022676,143.5546875,360.0231391,492.4593906
5694_M,0,5694-64029-0004.flac,3.355011338,135.9991776,359.0460606,548.2508865
6313_F,1,6313-66129-0017.flac,8.685034014,95.703125,357.3044643,470.8079549
7850_F,1,7850-111771-0000.flac,7.56,123.046875,356.1664472,454.6258022
6345_F,1,6345-93302-0020.flac,3.16,95.703125,356.0132855,127.1792418
5338_F,1,5338-24640-0008.flac,10.08,172.265625,354.6085169,1017.902501
3576_F,1,3576-138058-0004.flac,16.56,123.046875,353.6818301,939.7187567
6345_F,1,6345-93302-0021.flac,2.165034014,112.3471467,352.8083164,147.9552069
8842_F,1,8842-302196-0000.flac,14.65002268,103.359375,351.717413,943.596744
5338_F,1,5338-284437-0024.flac,5.985034014,123.046875,351.1135606,451.7459673
5338_F,1,5338-284437-0013.flac,11.25002268,112.3471467,344.8444083,417.5330677
6313_F,1,6313-66129-0009.flac,4.78,151.9990809,344.318565,405.6622147
6313_F,1,6313-66129-0019.flac,2.46,112.3471467,343.4675341,105.7359515
7976_M,0,7976-110523-0016.flac,3.135011338,75.99954044,341.0028555,345.8195458
6313_F,1,6313-76958-0007.flac,3.7,107.6660156,338.8459678,390.496938
6313_F,1,6313-66129-0032.flac,1.86,143.5546875,338.3126612,33.93626434
7976_M,0,7976-110523-0018.flac,2.46,95.703125,337.0112738,112.6255271
6345_F,1,6345-93302-0010.flac,4.450022676,61.5234375,335.8538003,455.1609461
7850_F,1,7850-281318-0019.flac,5.485034014,143.5546875,333.7271611,407.91831
7850_F,1,7850-281318-0000.flac,4.175011338,215.3320313,333.0926879,471.4621173
2902_M,0,2902-9008-0015.flac,2.72,99.38401442,331.9881117,165.013775
5338_F,1,5338-284437-0004.flac,6.195011338,123.046875,330.7650983,411.8610874
7850_F,1,7850-73752-0016.flac,3.590022676,89.10290948,327.6201093,504.6629595
7850_F,1,7850-286674-0001.flac,2.850022676,151.9990809,327.3659721,71.18531769
7850_F,1,7850-73752-0008.flac,10.61002268,92.28515625,327.2682386,468.8228128
7850_F,1,7850-73752-0009.flac,7.345034014,143.5546875,325.5193902,445.9464691
6313_F,1,6313-76958-0022.flac,6.295011338,143.5546875,325.4310357,407.4644738
5338_F,1,5338-24640-0005.flac,15.21002268,99.38401442,325.404714,888.2536304
6313_F,1,6313-76958-0029.flac,6.695011338,198.7680288,323.7024199,355.0950022
7850_F,1,7850-73752-0006.flac,10.07501134,112.3471467,323.50874,473.844892
5338_F,1,5338-284437-0009.flac,10.29501134,198.7680288,322.325369,430.6921909
7850_F,1,7850-281318-0001.flac,4.335011338,99.38401442,320.281095,479.6864878
5338_F,1,5338-284437-0026.flac,15.92503401,143.5546875,317.4376922,383.7249189
2902_M,0,2902-9006-0011.flac,4.325034014,107.6660156,315.2674957,219.2607484
5694_M,0,5694-64029-0003.flac,3.985034014,172.265625,314.8683683,488.158721
5338_F,1,5338-24615-0009.flac,4.255011338,99.38401442,313.6003509,280.6240203
5694_M,0,5694-64025-0000.flac,1.670022676,258.3984375,313.1563617,192.4486043
7976_M,0,7976-110124-0004.flac,4.735011338,143.5546875,312.9219526,150.5233918
7976_M,0,7976-110523-0005.flac,7.795011338,99.38401442,312.6314275,307.3931872
7850_F,1,7850-286674-0013.flac,2.345034014,63.02400915,311.5373404,85.45030772
3576_F,1,3576-138058-0013.flac,4.715011338,123.046875,311.3740832,386.5913672
2902_M,0,2902-9008-0013.flac,11.77501134,103.359375,308.1676564,207.6968586
6313_F,1,6313-66129-0015.flac,7.52,135.9991776,308.1576746,250.7669095
7976_M,0,7976-110523-0021.flac,5.035011338,89.10290948,304.446892,334.2063993
6345_F,1,6345-93302-0011.flac,2.130022676,184.5703125,303.5889977,147.0648673
6345_F,1,6345-93302-0015.flac,6.025034014,215.3320313,302.8063926,176.9951585
6313_F,1,6313-76958-0005.flac,5.810022676,129.1992188,301.811271,398.2824116
7976_M,0,7976-110124-0005.flac,5.210022676,107.6660156,301.1602978,72.73534953
6313_F,1,6313-76958-0016.flac,4.350022676,80.74951172,301.0653338,432.505796
6313_F,1,6313-66129-0020.flac,6.98,117.4538352,298.4422718,370.5259481
7850_F,1,7850-73752-0002.flac,9.110022676,135.9991776,298.1648059,446.575064
7976_M,0,7976-110523-0000.flac,15.22,129.1992188,294.3102166,403.2267836
6313_F,1,6313-76958-0018.flac,6.195011338,172.265625,293.4376502,386.3880407
7850_F,1,7850-281318-0011.flac,7.535011338,123.046875,290.7797322,403.55867
3853_F,1,3853-163249-0027.flac,8.58,129.1992188,289.9631299,319.2797091
3536_F,1,3536-23268-0015.flac,3.950022676,112.3471467,289.841163,71.97809641
2902_M,0,2902-9006-0008.flac,11.08,123.046875,288.9488223,205.0603587
8842_F,1,8842-304647-0003.flac,7.845034014,172.265625,287.9327837,326.9982268
3576_F,1,3576-138058-0018.flac,7.32,172.265625,286.2040152,384.7686461
6345_F,1,6345-93306-0008.flac,2.96,129.1992188,285.5269996,132.7328592
8842_F,1,8842-304647-0010.flac,12.19501134,161.4990234,285.2311461,322.4438537
6313_F,1,6313-76958-0026.flac,4.430022676,172.265625,283.702955,190.050528
6313_F,1,6313-66125-0015.flac,8.230022676,161.4990234,282.491575,380.1552564
7976_M,0,7976-105575-0004.flac,6.015011338,99.38401442,281.5249626,169.9750693
6345_F,1,6345-93306-0024.flac,9.365034014,172.265625,280.9115593,114.7986173
7850_F,1,7850-281318-0009.flac,8.705034014,107.6660156,280.1581571,372.93867
3576_F,1,3576-138058-0006.flac,3.945034014,95.703125,279.2437421,356.3430593
5694_M,0,5694-64038-0011.flac,2.995011338,151.9990809,278.6533205,435.2129761
2902_M,0,2902-9006-0012.flac,6.42,86.1328125,278.2233399,215.5161034
7976_M,0,7976-110124-0019.flac,2.745034014,78.30255682,276.7043611,39.52022373
5694_M,0,5694-64025-0015.flac,5.065034014,103.359375,276.1274236,458.708652
7976_M,0,7976-110124-0024.flac,3.150022676,95.703125,275.8045158,178.7273045
6345_F,1,6345-64257-0017.flac,2.830022676,129.1992188,275.1245638,124.1189526
7976_M,0,7976-110124-0016.flac,4.18,123.046875,274.548833,225.1153903
3536_F,1,3536-8226-0014.flac,2.270022676,117.4538352,274.2596822,69.4078429
6345_F,1,6345-64257-0003.flac,8.78,135.9991776,273.2091706,330.8753046
6345_F,1,6345-93306-0016.flac,4.215011338,123.046875,273.1827818,168.5808517
8842_F,1,8842-304647-0013.flac,8.875011338,123.046875,272.9237955,322.5356764
3536_F,1,3536-8226-0009.flac,2.005034014,117.4538352,272.5523906,66.58869007
7976_M,0,7976-110124-0009.flac,4.810022676,83.35433468,272.5320734,86.98475788
5338_F,1,5338-24615-0013.flac,8.085034014,99.38401442,272.2773927,345.9500448
6345_F,1,6345-64257-0006.flac,9.125034014,103.359375,271.876529,331.1228131
6313_F,1,6313-76958-0012.flac,6.590022676,184.5703125,270.8261923,366.1560904
7850_F,1,7850-111771-0004.flac,11.00507937,89.10290948,270.4636027,370.3189987
6313_F,1,6313-76958-0002.flac,3.005034014,123.046875,270.2619018,116.5444951
7850_F,1,7850-286674-0006.flac,3.3,135.9991776,269.3039963,122.7747403
6313_F,1,6313-76958-0020.flac,2.315011338,143.5546875,268.9049417,91.71497676
3576_F,1,3576-138058-0008.flac,3.86,63.02400915,266.4158271,66.58741796
2902_M,0,2902-9006-0010.flac,4.170022676,103.359375,264.9577159,207.6037997
6345_F,1,6345-93302-0014.flac,6.095011338,143.5546875,264.5687438,42.79213655
2902_M,0,2902-9006-0019.flac,14.23002268,135.9991776,264.1513906,735.29452
6313_F,1,6313-66125-0000.flac,2.355011338,135.9991776,264.0092905,42.1922597
6345_F,1,6345-93302-0016.flac,6.72,135.9991776,263.4414343,128.7256169
2902_M,0,2902-9008-0005.flac,5.210022676,172.265625,263.2237488,202.0131744
7850_F,1,7850-73752-0017.flac,5.970022676,123.046875,262.3127024,373.0137231
7976_M,0,7976-110124-0023.flac,3.44,75.99954044,261.7265557,56.3065489
3536_F,1,3536-8226-0012.flac,3.785034014,184.5703125,261.2328969,78.36368206
2902_M,0,2902-9006-0004.flac,3.8,143.5546875,260.4294625,193.0783584
7850_F,1,7850-73752-0015.flac,7.675011338,117.4538352,259.4999572,303.2534731
7850_F,1,7850-281318-0003.flac,3.205034014,129.1992188,259.3944638,63.27932191
3853_F,1,3853-163249-0038.flac,6.24,135.9991776,258.9180138,213.1101845
6345_F,1,6345-93302-0028.flac,1.94,198.7680288,258.7788947,136.8248476
2902_M,0,2902-9008-0008.flac,2.155011338,151.9990809,258.6065023,162.0619023
6345_F,1,6345-93302-0024.flac,2.535011338,123.046875,257.7321459,55.86788218
8842_F,1,8842-304647-0009.flac,11.95501134,83.35433468,256.6550427,258.3070653
3576_F,1,3576-138058-0022.flac,26.9,95.703125,256.0118955,345.1045723
8842_F,1,8842-302201-0009.flac,4.915011338,112.3471467,255.5126683,308.5221911
3576_F,1,3576-138058-0027.flac,10.39501134,143.5546875,253.7215765,337.5092307
5694_M,0,5694-64029-0005.flac,4.565034014,107.6660156,253.684033,415.8743119
6313_F,1,6313-66129-0034.flac,7.96,129.1992188,253.078011,166.7931961
7976_M,0,7976-110124-0025.flac,2.590022676,123.046875,253.0223341,131.0254952
5694_M,0,5694-64029-0007.flac,6.585034014,92.28515625,252.8344133,423.8649674
6345_F,1,6345-93306-0012.flac,2.565034014,129.1992188,252.7211314,124.7423873
7976_M,0,7976-110523-0002.flac,7.12,123.046875,252.6949615,78.98380864
6345_F,1,6345-93302-0006.flac,3.065034014,117.4538352,252.131261,110.3236691
6319_F,1,6319-275224-0013.flac,4.870022676,123.046875,251.8460539,40.00928963
5338_F,1,5338-284437-0005.flac,5.210022676,123.046875,251.4683912,339.403184
6241_M,0,6241-61946-0008.flac,4.285034014,184.5703125,250.3288052,191.4106437
3576_F,1,3576-138058-0007.flac,3.550022676,92.28515625,249.9293049,48.88568504
6345_F,1,6345-93306-0017.flac,7.475011338,129.1992188,249.859682,45.05528869
8842_F,1,8842-302203-0009.flac,12.09501134,123.046875,249.6937196,307.8126424
3536_F,1,3536-8226-0030.flac,4.050022676,99.38401442,249.5566407,74.42261713
6345_F,1,6345-93302-0023.flac,5.530022676,129.1992188,249.010768,64.9747483
6313_F,1,6313-66129-0026.flac,11.69002268,107.6660156,248.4518428,257.1987271
6345_F,1,6345-93302-0022.flac,2.570022676,92.28515625,248.4418423,33.99869222
7850_F,1,7850-73752-0003.flac,28.94503401,117.4538352,248.1039532,346.4178443
7850_F,1,7850-281318-0020.flac,2.174965986,161.4990234,247.4226819,66.67772474
5694_M,0,5694-64029-0016.flac,10.45501134,107.6660156,247.131967,333.3820224
6313_F,1,6313-66129-0008.flac,5.070022676,151.9990809,246.9034406,111.7037638
3536_F,1,3536-8226-0016.flac,4.74,117.4538352,246.5088806,88.79081365
8842_F,1,8842-304647-0000.flac,9.710022676,143.5546875,246.383256,255.9874988
8842_F,1,8842-302201-0002.flac,10.33501134,89.10290948,246.3553608,280.2494162
3853_F,1,3853-163249-0033.flac,3.875011338,95.703125,246.1632412,84.78806275
7976_M,0,7976-110523-0015.flac,7.750022676,80.74951172,245.4494075,146.3837082
8842_F,1,8842-304647-0006.flac,22.96,107.6660156,244.9186529,252.693564
3536_F,1,3536-8226-0032.flac,4.16,198.7680288,244.1465649,65.7849766
7850_F,1,7850-286674-0004.flac,8.02,86.1328125,243.8290618,77.33601142
6313_F,1,6313-66125-0001.flac,4.5,161.4990234,242.9678643,42.38480535
6345_F,1,6345-93306-0011.flac,4.325034014,161.4990234,242.210833,77.912422
6345_F,1,6345-93302-0008.flac,4.030022676,135.9991776,242.1945853,43.32013308
8842_F,1,8842-304647-0002.flac,31.7,103.359375,241.8498215,175.6009533
7976_M,0,7976-110523-0009.flac,6.725034014,112.3471467,241.6562498,246.8158287
7850_F,1,7850-281318-0017.flac,8.710022676,143.5546875,241.6279754,80.71969814
3536_F,1,3536-8226-0028.flac,3.265034014,184.5703125,241.4697416,55.59025626
6313_F,1,6313-66129-0002.flac,3.670022676,135.9991776,241.0978877,63.0767728
3536_F,1,3536-8226-0011.flac,8.735011338,117.4538352,240.9183007,46.3099686
3536_F,1,3536-23268-0014.flac,3.5,161.4990234,240.798614,66.66491199
3536_F,1,3536-23268-0013.flac,8.025034014,123.046875,240.7126555,68.10300874
5338_F,1,5338-284437-0031.flac,7.750022676,117.4538352,240.1706729,45.72882887
3536_F,1,3536-23268-0000.flac,19.89002268,123.046875,239.8047779,53.51944686
7850_F,1,7850-111771-0002.flac,8.32,161.4990234,239.3938515,307.3216079
3536_F,1,3536-23268-0026.flac,8.825034014,103.359375,239.0594697,43.41387949
6345_F,1,6345-93302-0017.flac,6.585034014,123.046875,238.9389069,72.4346424
6319_F,1,6319-275224-0020.flac,11.94,95.703125,238.8274401,76.23357609
5338_F,1,5338-24615-0008.flac,9.68,135.9991776,238.7865998,166.7839592
3536_F,1,3536-23268-0001.flac,15.90503401,92.28515625,238.5004005,58.71989048
6345_F,1,6345-93306-0007.flac,5.125034014,117.4538352,238.2720774,63.42813446
3536_F,1,3536-23268-0005.flac,4.930022676,92.28515625,238.0199093,73.66020206
3536_F,1,3536-23268-0029.flac,7.455011338,135.9991776,237.9926454,62.79743583
3536_F,1,3536-8226-0006.flac,8.795011338,184.5703125,237.9599671,49.25666848
3536_F,1,3536-23268-0017.flac,16.98,103.359375,237.7902624,56.63494494
7850_F,1,7850-111771-0009.flac,8.3,172.265625,237.3512216,296.0060631
8842_F,1,8842-302201-0006.flac,9.865034014,129.1992188,236.9372553,256.7804794
3853_F,1,3853-163249-0028.flac,9.570022676,95.703125,236.4219401,74.53944214
6313_F,1,6313-66129-0010.flac,4.230022676,151.9990809,236.3041998,53.76103111
3536_F,1,3536-8226-0021.flac,4.985034014,123.046875,235.9633638,67.80878452
7976_M,0,7976-110124-0001.flac,7.350068027,151.9990809,235.2115574,54.59566214
3536_F,1,3536-8226-0000.flac,10.75501134,112.3471467,234.7163715,55.09656197
6313_F,1,6313-66129-0003.flac,5.450022676,123.046875,234.1629566,63.40850573
3536_F,1,3536-23268-0012.flac,7.255011338,86.1328125,233.9748989,57.52304501
8842_F,1,8842-302201-0003.flac,8.265034014,143.5546875,232.9208449,264.7595672
6345_F,1,6345-64257-0012.flac,2.815011338,161.4990234,232.7300773,29.29499935
3536_F,1,3536-23268-0002.flac,10.49501134,89.10290948,232.4855066,56.16268203
2902_M,0,2902-9006-0009.flac,11.97002268,112.3471467,232.1045975,179.0082015
7976_M,0,7976-110124-0000.flac,3.549977324,172.265625,232.0538709,55.96130988
6313_F,1,6313-66125-0014.flac,3.785034014,107.6660156,231.9658488,179.6243561
3536_F,1,3536-8226-0010.flac,9.5,99.38401442,231.5978566,62.64580305
6313_F,1,6313-66125-0026.flac,2.270022676,129.1992188,231.3291255,75.25822543
3536_F,1,3536-8226-0023.flac,11.39510204,86.1328125,231.2568651,52.47836814
3536_F,1,3536-8226-0017.flac,3.255011338,95.703125,231.0534912,48.59555009
3853_F,1,3853-163249-0032.flac,5.34,135.9991776,230.9580518,47.99832735
7976_M,0,7976-105575-0015.flac,7.355011338,66.25600962,230.7230875,113.6879006
3536_F,1,3536-23268-0023.flac,12.54503401,151.9990809,230.6359465,60.56424085
3536_F,1,3536-23268-0025.flac,5.015011338,103.359375,230.5954286,42.89137164
3536_F,1,3536-8226-0025.flac,3.830022676,161.4990234,230.2104281,78.19295104
3853_F,1,3853-163249-0041.flac,7.14,99.38401442,229.7433444,120.4105453
6313_F,1,6313-66129-0006.flac,2.96,117.4538352,229.7182286,77.4336748
3536_F,1,3536-23268-0007.flac,9.210022676,89.10290948,229.5872037,56.57888358
5895_F,1,5895-34615-0003.flac,6.605034014,99.38401442,229.540883,64.51003276
3853_F,1,3853-163249-0035.flac,4.755011338,143.5546875,229.2677287,43.09150745
7976_M,0,7976-105575-0003.flac,9.175011338,184.5703125,229.2019074,46.31894947
6345_F,1,6345-93302-0026.flac,5.190022676,117.4538352,229.0994781,93.19289723
5694_M,0,5694-64038-0024.flac,3.52,89.10290948,229.0896418,404.6719926
3536_F,1,3536-8226-0029.flac,3.355011338,117.4538352,229.0521299,53.12071829
3536_F,1,3536-23268-0019.flac,10.16503401,151.9990809,228.7440053,59.02391586
6345_F,1,6345-64257-0011.flac,8.830022676,112.3471467,228.4951568,63.63552441
6313_F,1,6313-66125-0003.flac,4.58,112.3471467,228.0080286,61.8677569
3576_F,1,3576-138058-0026.flac,8.130022676,161.4990234,227.8327279,34.35517107
7976_M,0,7976-110523-0017.flac,13.26,99.38401442,227.5532153,95.58885451
5694_M,0,5694-64029-0000.flac,4.005034014,215.3320313,227.4565105,373.1501683
3536_F,1,3536-8226-0019.flac,5.330022676,129.1992188,227.3536793,44.37247539
7976_M,0,7976-110124-0021.flac,3.365034014,95.703125,227.2536876,83.61566815
8842_F,1,8842-304647-0001.flac,2.7,89.10290948,227.1212957,30.00885861
6345_F,1,6345-64257-0019.flac,7.72,95.703125,226.9713353,28.59324703
5338_F,1,5338-24615-0005.flac,17.77002268,161.4990234,226.7265217,141.4513747
6345_F,1,6345-93302-0002.flac,7.550022676,107.6660156,226.6025674,137.5745389
5694_M,0,5694-64029-0020.flac,13.35002268,143.5546875,226.5047426,284.5687329
3536_F,1,3536-8226-0003.flac,7.94,75.99954044,226.413507,40.63931384
6345_F,1,6345-64257-0005.flac,7.665034014,151.9990809,226.3853641,43.53422092
3536_F,1,3536-8226-0027.flac,2.270022676,117.4538352,226.3800338,57.660152
3853_F,1,3853-163249-0008.flac,5.850068027,123.046875,226.3443733,62.71197099
2902_M,0,2902-9006-0006.flac,4,234.9076705,226.0427932,174.9560312
6313_F,1,6313-66129-0005.flac,4.58,123.046875,225.7762191,89.36537101
3536_F,1,3536-23268-0011.flac,12.79501134,184.5703125,225.7127448,63.58414362
6313_F,1,6313-66125-0025.flac,5.32,161.4990234,225.5995487,105.072221
6345_F,1,6345-93302-0003.flac,5.535011338,95.703125,225.5743928,141.3424964
7976_M,0,7976-110124-0020.flac,2.54,103.359375,225.3606014,79.92415284
6313_F,1,6313-76958-0006.flac,2.445034014,143.5546875,224.9872423,60.1271541
3853_F,1,3853-163249-0022.flac,8.505034014,123.046875,224.9529244,61.96893201
3536_F,1,3536-23268-0016.flac,11.32,103.359375,224.7879707,64.05418032
5338_F,1,5338-284437-0016.flac,3.370022676,172.265625,224.7636691,55.94659936
3536_F,1,3536-8226-0015.flac,11.15002268,112.3471467,224.7172699,43.48434649
6345_F,1,6345-93306-0015.flac,8.32,112.3471467,224.6661404,71.77261526
6345_F,1,6345-93302-0018.flac,6.2,129.1992188,224.3371278,34.01116172
6313_F,1,6313-76958-0031.flac,2.205034014,198.7680288,224.3058321,104.1424083
6313_F,1,6313-66125-0011.flac,5.12,117.4538352,224.2672881,42.50082645
6345_F,1,6345-64257-0010.flac,3.985034014,172.265625,224.2084886,34.02758372
5338_F,1,5338-284437-0008.flac,9.250022676,129.1992188,224.0945227,51.63150172
3536_F,1,3536-8226-0001.flac,8.915011338,135.9991776,224.0852097,53.20720958
7976_M,0,7976-105575-0022.flac,5.38,89.10290948,224.037748,36.54930464
5338_F,1,5338-24615-0000.flac,10.02503401,135.9991776,224.0029836,174.0387926
3576_F,1,3576-138058-0029.flac,10.06,117.4538352,223.8678548,314.5476485
8842_F,1,8842-304647-0005.flac,2.22,172.265625,223.8656145,30.04489242
3536_F,1,3536-8226-0018.flac,9.385034014,92.28515625,223.8434201,44.8907521
6313_F,1,6313-66129-0024.flac,7.925034014,123.046875,223.7154768,52.2970344
3536_F,1,3536-8226-0026.flac,9.7,92.28515625,223.7146285,50.08756117
3576_F,1,3576-138058-0025.flac,7.525034014,80.74951172,223.538245,41.89065774
3853_F,1,3853-163249-0034.flac,2.765034014,161.4990234,223.4905448,43.91490643
6345_F,1,6345-64257-0007.flac,5.84,143.5546875,223.335565,66.93568453
6345_F,1,6345-93306-0018.flac,4.405034014,135.9991776,223.3197488,59.49973662
2902_M,0,2902-9008-0001.flac,16.91501134,103.359375,223.1968145,173.6831342
8842_F,1,8842-304647-0004.flac,10.15501134,99.38401442,223.1049238,29.45957848
3853_F,1,3853-163249-0010.flac,10.18,107.6660156,223.0216295,66.34657034
7976_M,0,7976-110124-0017.flac,2.685034014,184.5703125,222.6474998,48.98950686
3536_F,1,3536-23268-0027.flac,10.31501134,99.38401442,222.6189118,48.77952014
6345_F,1,6345-64257-0013.flac,6.295011338,86.1328125,222.354949,31.58116602
5895_F,1,5895-34615-0013.flac,4.745034014,135.9991776,222.0644732,46.38116814
5895_F,1,5895-34615-0007.flac,5.705034014,151.9990809,221.891744,50.81498638
6345_F,1,6345-64257-0018.flac,4.785034014,92.28515625,221.8650794,26.02502733
3853_F,1,3853-163249-0050.flac,4.335011338,161.4990234,221.8487556,40.77559403
6345_F,1,6345-93306-0023.flac,11.85002268,143.5546875,221.7256885,67.61702695
6345_F,1,6345-93306-0001.flac,14.46,135.9991776,221.6846597,85.12652026
3536_F,1,3536-23268-0003.flac,7.995011338,117.4538352,221.6761413,54.14980599
3536_F,1,3536-23268-0008.flac,9.290022676,103.359375,221.6347869,43.32921146
6345_F,1,6345-93306-0004.flac,3.170022676,151.9990809,221.2456878,72.86410657
3853_F,1,3853-163249-0004.flac,5.850022676,107.6660156,221.2014872,47.39772171
3853_F,1,3853-163249-0003.flac,6.850022676,107.6660156,220.9781447,76.26151383
6345_F,1,6345-93306-0013.flac,10.81501134,80.74951172,220.844296,49.48870871
6345_F,1,6345-64257-0004.flac,6.050022676,123.046875,220.7590348,82.38193015
5338_F,1,5338-284437-0001.flac,9.050022676,69.83741554,220.542538,52.07421213
2902_M,0,2902-9006-0007.flac,31.64,129.1992188,220.4080359,170.1096874
3853_F,1,3853-163249-0029.flac,3.945034014,99.38401442,220.3475952,54.52654691
6345_F,1,6345-64257-0014.flac,3.085034014,172.265625,220.246521,29.14604439
7976_M,0,7976-110124-0018.flac,8.075011338,117.4538352,220.1688613,52.72586028
5338_F,1,5338-284437-0012.flac,3.025034014,151.9990809,220.1028883,52.74345542
5694_M,0,5694-64029-0012.flac,7.385034014,215.3320313,220.0179687,366.8671989
6345_F,1,6345-93306-0010.flac,5.535011338,151.9990809,219.9200485,53.21454223
6345_F,1,6345-93302-0004.flac,4.415011338,103.359375,219.8988203,47.77866465
